,country3,region,subregion,place_name,station_name,notes,type,icao,lat,lon,elev
1151,USA,CO,Grand County,Granby,Granby-grand County,,,KGNB,40.090056,-105.916639,2501.5
1152,USA,CO,Mesa County,Grand Junction|Galveston [IGNORE]|Johnsons Corner,Walker Field/ASOS,,,KGJT,39.122417,-108.52675,1481.7
1153,USA,CO,Weld County,Greeley|Auburn,Easton/valley View/,,,K11V,40.33053667,-104.60885,1469.2
1154,USA,CO,Weld County,Greeley|Cloverly,Greeley-Weld County AP | Clarence F Crosier AP,,,KGXY,40.437417,-104.633222,1431.4
1155,USA,CO,Gunnison County,Gunnison,Gunnison-Crested Butte Regional AP,,,KGUC,38.534333,-106.93175,2340.6
1156,USA,CO,Phillips County,Haxtun,Haxtun Muni,,,K17V,40.62499083,-102.6032472,1229.9
1157,USA,CO,Routt County,Hayden,Yampa,,,KHDN,40.481194,-107.217667,2013.5
1158,USA,CO,Prowers County,Holly,Holly,,,KK08,38.03334472,-102.1171294,1036.0
1159,USA,CO,Phillips County,Holyoke,Holyoke,,,KHEQ,40.569417,-102.272694,1136.6
1160,USA,CO,Weld County,Hudson|Aristocrat Ranchettes,Platte Valley Airpark,,,K18V,40.10272222,-104.7011944,1513.4
1161,USA,CO,Sunflower County,Idalia|Indianola,Idalia,,,KIDL,33.485722,-90.678889,38.4
1162,USA,CO,Sedgwick County,Julesburg|Fort Julesburg (historical),Julesburg Muni,,,K7V8,40.97025833,-102.3152736,1065.3
1163,USA,CO,Grand County,Kremmling,McElroy Airfield,,,K20V,40.05367972,-106.3689467,2260.1
1164,USA,CO,Otero County,La Junta|La Junta Village,Municipal AP|AAF ( -1945),,,KLHX,38.05,-103.50975,1288.7
1165,USA,CO,Huerfano County,La Veta,Cuchara Valley At La Veta,,,K07V,37.52382444,-105.0092686,2180.0
1166,USA,CO,Huerfano County,La Veta Pass|Codo,La Veta Pass,,,KVTP,37.5,-105.1667,3114.0
1167,USA,CO,Prowers County,Lamar|Beta,Lamar Muni AP,,,KLAA,38.0697,-102.688494,1129.3
1168,USA,CO,Bent County,Las Animas,City Of Las Animas - Bent County,,,K7V9,38.05402778,-103.2384722,1193.3
1169,USA,CO,Lake County,Leadville|Stringtown,Lake County,,,KLXV,39.219472,-106.316417,3027.6
1170,USA,CO,Lincoln County,Limon,Limon Municipal AP,,,KLIC,39.274778,-103.665861,1638.0
1171,USA,CO,Boulder County,Longmont|Marnett,Denver ARTCC,,,KZDV,40.1873,-105.127,1550.0
1172,USA,CO,Mesa County,Mack,Mack Mesa,,,KC07,39.26811111,-108.8640278,1439.9
1173,USA,CO,Rio Blanco County,Meeker,Meeker,,,KEEO,40.048806,-107.885917,1955.3
1174,USA,CO,Chaffee County,Monarch Pass|Garfield,Salida Mountain,,,KMYP,38.4833,-106.3167,3343.0
1175,USA,CO,Alamosa County,Monte Vista|Parma,Monte Vista Municipal AP,,,KMVI,37.528722,-106.045889,2319.9
1176,USA,CO,Montrose County,Montrose,Montrose Regional AP,,,KMTJ,38.509806,-107.89425,1755.1
1177,USA,CO,Elbert County,Monument|Elbert,Elbert Mountain,,,KMNH,39.2167,-104.6333,2147.0
1178,USA,CO,Montrose County,Nucla|Naturita,Hopkins Field AP,,,KAIB,38.23875,-108.563278,1812.1
1179,USA,CO,Crowley,Ordway,Lake Meredith,ADD/20180815.,,KCO1,38.19631,-103.69376,1296.6
1180,USA,CO,Archuleta County,Pagosa Springs,Stevens Field,,,KPSO,37.28625,-107.056,2335.7
1181,USA,CO,Delta County,Paonia|Coburn,North Fork Valley,,,K7V2,38.83130556,-107.6458611,1767.3
1182,USA,CO,Pueblo County,Pueblo|Baxter,Memorial AP,,,KPUB,38.289944,-104.498028,1441.4
1183,USA,CO,Rio Blanco County,Rangely,Rangely,,,K4V0,40.09398111,-108.7630436,1608.8
1184,USA,CO,Rio Blanco,Rangley,Kenney Reservoir Seaplane AD,ADD/20210101.,,K13R,40.11532,-108.70812,1624.3
1185,USA,CO,Garfield,Rifle|Antlers,Garfield Regional AP,,,KRIL,39.526611,-107.728,1687.4
1186,USA,CO,Saguache County,Sagauche|Saguache,Saguache Municipal AP,,,K04V,38.09933333,-106.1745278,2392.7
1187,USA,CO,Chaffee County,Salida|Smeltertown,Harriet Alexander Field AP,,,KANK,38.538278,-106.048639,2293.0
1188,USA,CO,Baca County,Springfield,Springfield Muni,,,K8V7,37.45872222,-102.618,1338.1
1189,USA,CO,Baca County,Springfield,Comanche National Grassland,,,KSPD,37.4,-102.6167,1335.9
1190,USA,CO,Routt County,Steamboat Springs|Steamboat II,Steamboat Springs,,,KSBS,40.51625,-106.866306,2097.7
1191,USA,CO,Logan County,Sterling,Sterling Muni,,,KSTK,40.614964,-103.264286,1230.5
1192,USA,CO,San Miguel County,Telluride|Lime,Regional (San Miguel),,,KTEX,37.953806,-107.90875,2764.3
1193,USA,CO,Las Animas County,Trinidad|Hoehne,Animas County,,,KTAD,37.259225,-104.340861,1756.0
1194,USA,CO,Jackson County,Walden,Walden-jackson County,,,K33V,40.75028125,-106.2715152,2485.1
1195,USA,CO,Huerfano County,Walsenburg|Maitland,Spanish Peaks Airfield,,,K4V1,37.69672311,-104.785109,1845.6
1196,USA,CO,Custer County,Westcliffe|Rosita,Silver West,,,KC08,38.01111278,-105.3727792,2526.8
1197,USA,CO,Mineral County,Wolf Creek Pass|Lucky Seven Summer Homes,Wolf Creek Pass,,,KCPW,37.45139,-106.80028,3584.0
1198,USA,CO,Yuma County,Wray,Wray Muni,,,K2V5,40.10032333,-102.24096,1120.8
1199,USA,CO,Yuma County,Yuma,Yuma Muni,,,K2V6,40.10415306,-102.7129869,1261.0
1200,USA,CT,Fairfield County,Bridgeport|Lordship,Sikorski,,,KBDR,41.163472,-73.126167,2.4
1201,USA,CT,Middlesex County,Chester|Cedar Lake,Chester,,,KSNC,41.383708,-72.505786,126.8
1202,USA,CT,Fairfield County,Danbury|Miry Brook,Danbury Muni AP,,,KDXR,41.371528,-73.482194,139.0
1203,USA,CT,Windham County,Danielson,Danielson,,,KLZD,41.81975,-71.900972,72.5
1204,USA,CT,Middlesex County,East Haddam|Goodspeeds Landing,Goodspeed,,,K42B,41.44565444,-72.4556425,2.7
1205,USA,CT,Tolland County,Ellington,Ellington,,,K7B9,41.92541667,-72.45711111,77.1
1206,USA,CT,New London County,Groton|Midway,New London AP | Trumbull Field,,,KGON,41.330056,-72.045139,2.7
1207,USA,CT,Hartford County,Hartford|Colonial Mobile Home Park,Brainard AP [Brainard Field],,,KHFD,41.736722,-72.649444,5.5
1208,USA,CT,New London County,Marlborough|North Westchester,Salmon River Airfield,,,K9B8,41.58954333,-72.44230778,164.6
1209,USA,CT,New Haven County,Meriden|South Meriden,Meriden,,,KMMK,41.508708,-72.829489,31.4
1210,USA,CT,New Haven County,New Haven|Morris Cove,Tweed-New Haven AP | New Haven AP,,,KHVN,41.26375,-72.8868,3.7
1211,USA,CT,Fairfield County,New Milford|Atchison Cove,Candlelight Farms,,,K11N,41.56676083,-73.46623389,205.7
1212,USA,CT,Litchfield County,New Milford|Candlewood Springs,Candlelight,,,K6Y2,41.56787194,-73.46067806,205.7
1213,USA,CT,New Haven County,Oxford|Southford,Oxford,,,KOXC,41.478281,-73.135183,222.5
1214,USA,CT,Hartford County,Plainville,Robertson Field,,,K4B8,41.69037667,-72.8648225,61.3
1215,USA,CT,Windham County,Putnam|West Woodstock,Toutant,,,KC44,41.95569444,-72.05436111,234.7
1216,USA,CT,Hartford County,Simsbury|Tariffville Center,Simsbury,,,K4B9,41.91619444,-72.77694444,59.4
1217,USA,CT,Fairfield County,Stratford|Oronoque,Sikorsky,,,KJSD,41.24926333,-73.096775,6.1
1218,USA,CT,Litchfield County,Thomaston|Campville,Northfield,,,KN09,41.72370806,-73.11566556,275.2
1219,USA,CT,Hartford County,Warehouse Point|Kings Corner,Skylark Airpark,,,K7B6,41.92841667,-72.57638889,36.6
1220,USA,CT,Litchfield County,Waterbury|Greystone,Waterbury,,,KN41,41.63343028,-73.04677389,259.1
1221,USA,CT,Tolland County,Willimantic|Mansfield Hollow,Willimantic,,,KIJD,41.744028,-72.180222,75.0
1222,USA,CT,Hartford County,Windsor Locks|Bull Run Corner,Bradley Field,,,KBDL,41.939139,-72.683361,52.7
1223,USA,CT,New Haven County,Yalesville,Yalesville,,,K4C3,41.49188889,-72.81116667,19.8
1224,USA,DC,,Washington,FAA ATC Systems Command Center,,,KCFC,,,
1225,USA,DC,,Washington,US Navy Relay To Diego Garcia (FJDG),,,KJDG,,,
1226,USA,DC,,Washington,Washington VAAC,,,KNES,,,
1227,USA,DC,,Washington,FAA Washington Office - Message Center,,,KRWA,,,
1228,USA,DC,Arlington County,Washington|Addison Heights,Ronald Reagan Washington National AP | Washington National AP,,,KDCA,38.851444,-77.037722,4.3
1229,USA,DC,US.DC.001,Washington|Buzzard Point,South Capitol Street,,,K09W,38.86872333,-77.00747583,3.0
1230,USA,DC,Arlington County,Washington|East Arlington (historical),Pentagon Ahp,,,KJPN,38.87405556,-77.0575,12.2
1231,USA,DC,US.DC.001,Washington|Giesboro,Bolling AFB,,,KBOF,38.845,-77.0144444,6.1
1232,USA,DC,,Washington|U.S. Coast Guard Station,USCG Station Washington D.C.,,,KNMH,,,
1233,USA,DC,,Washington|U.S. Notam System,US NOTAM System,,,KCNF,,,
1234,USA,DE,Kent County,Dover/cheswold|Cheswold,Delaware Airpark,,,K33N,39.21833611,-75.59665389,16.8
1235,USA,DE,Kent County,Dover|Doverbrook Gardens,Dover AFB,,,KDOV,39.129539,-75.465961,8.5
1236,USA,DE,Kent County,Dover|Hilldale,Chandelle Estates,,,K0N4,39.20230556,-75.48541667,6.7
1237,USA,DE,Kent County,Dover|Schoolview,Deldot Helistop,,,K0N5,39.14955667,-75.50492306,9.1
1238,USA,DE,Kent,Farmington,Chorman,ADD/20170302.,,KD74,38.84953,-75.61278,20.1
1239,USA,DE,Kent County,Felton|Scrap Tavern Crossroads,Henderson Aviation,,,K0N6,39.01288889,-75.53397222,15.2
1240,USA,DE,Sussex County,Georgetown|Rogers Development,Sussex,,,KGED,38.687639,-75.359306,16.2
1241,USA,DE,Sussex County,Laurel|Hollywoods Park,Laurel,,,KN06,38.54218444,-75.59435167,9.1
1242,USA,DE,New Castle County,Middletown|Mount Pleasant Mobile Home Park,Summit,,,KEVY,39.521028,-75.723667,21.0
1243,USA,DE,Kent County,Smyrna|Woodland Court Mobile Home Park,Smyrna,,,K38N,39.30366667,-75.58380556,5.5
1244,USA,DE,New Castle County,Wilmington|Duross Heights,AP | New Castle County AP | New Castle AAB,Wilmington Airport.,,KILG,39.678722,-75.606639,24.1
1245,USA,DE,Kent County,Wyoming|Cardinal Hills,Jenkins,,,K15N,39.11955667,-75.58381472,16.2
1246,USA,FL,Franklin County,Apalachicola|Franklin,Regional AP|Apalachicola AAF,,,KAAF,29.72755,-85.027378,5.8
1247,USA,FL,Franklin County,Apalachicola|Saint George Island,St George Island,,,KF47,29.64458403,-84.91559894,0.9
1248,USA,FL,Orange County,Apopka|Zellwood Station Mobile Home Park,Orlando Apopka,,,KX04,28.70747442,-81.5819645,45.7
1249,USA,FL,Yukon-Koyukuk Census Area,Arcadia|Arctic Village,(Abandoned) Carlstrom Field,1949 CAA LID.,,KARC,68.11466944,-145.5794153,637.6
1250,USA,FL,DeSoto County,Arcadia|Sunrise Mobile Home Park,Arcadia Muni,,,KX06,27.19199444,-81.83730472,19.2
1251,USA,FL,Alachua County,Archer|Pinesville,Flying Ten,,,K0J8,29.61802222,-82.50872028,27.4
1252,USA,FL,Highlands County,Avon Park|Alpine,MacDill AFB Auxiliary Field (Gunnery Range),,,KAGR,27.650586,-81.349517,20.7
1253,USA,FL,Highlands County,Avon Park|Villa del Sol Mobile Home Park,Executive AP|Avon Park AFB,,,KAVO,27.5913,-81.528967,48.8
1254,USA,FL,Polk County,Bartow|Terio's Mobile Home Park,Bartow Muni AP,,,KBOW,27.943361,-81.783417,37.8
1255,USA,FL,Palm Beach,Belle Glade|Johnsons Trailer Park,Belle Glade State Municipal AP | Belle Glade AP,,,KX10,26.69830556,-80.66080556,4.3
1256,USA,FL,Calhoun County,Blountstown|Leonards (historical),Calhoun County,,,KF95,30.48686389,-85.1140125,37.2
1257,USA,FL,Palm Beach,Boca Raton|Floresta,Boca Raton AP|Boca Raton AFB,,,KBCT,26.3785,-80.107694,4.0
1258,USA,FL,Washington County,Bonifay Tri Co Airport|Hulaw,Bonifay Tri Co Airport,,,K1J0,30.84577778,-85.60138889,26.2
1259,USA,FL,Hernando County,Brooksville|Ayers,Brooksville AP,,,KBKV,28.473611,-82.455417,23.2
1260,USA,FL,Pasco County,Brooksville|Fivay Junction,Pilot Country,,,KX05,28.33028278,-82.49648472,24.4
1261,USA,FL,Clay County,Camp Blanding Mil Res(starke)|Kingsley Beach,Camp Blanding Aaf/ng,,,K2CB,29.96690722,-81.98315833,59.7
1262,USA,FL,Brevard County,Cape Kennedy|Wilson,NASA Shuttle Facility,,,KTTS,28.614889,-80.694361,2.4
1263,USA,FL,Franklin County,Carabelle|Carrabelle Lighthouse,Carabelle,,,KX13,29.842,-84.70111111,6.1
1264,USA,FL,Levy County,Cedar Key,George T Lewis,,,KCDK,29.134222,-83.050472,3.4
1265,USA,FL,Pinellas County,Clearwater|Coachman,Clearwater Air Park,,,KCLW,27.977214,-82.759058,21.6
1266,USA,FL,Hendry County,Clewiston|Whidden Corner,Airglades AP | Riddle Field (1940s),FAA LID reassigned to Casanova VA.,,K2IS,26.73518056,-81.05105417,6.1
1267,USA,FL,Brevard County,Cocoa Beach|Cape Kennedy|Cape Canaveral,Cape Canaveral AFS Skid Strip,,,KXMR,28.467586,-80.566614,3.0
1268,USA,FL,Brevard County,Cocoa Beach|South Patrick Shores,Patrick AFB,,,KCOF,28.234922,-80.610125,2.4
1269,USA,FL,Okaloosa County,Crestview|Silver Springs,Bob Sikes,,,KCEW,30.778833,-86.522111,64.9
1270,USA,FL,Dixie County,Cross City|Eugene,Cross City,,,KCTY,29.635528,-83.10475,12.8
1271,USA,FL,Citrus County,Crystal River|Cutlers,Crystal River,,,KCGC,28.867611,-82.574111,2.4
1272,USA,FL,Volusia County,Daytona Beach|Mansfield Mobile Home Park,Regional,,,KDAB,29.179917,-81.058056,10.4
1273,USA,FL,Walton County,Defuniak Springs|Dixon,Defuniak Springs,,,K54J,30.73111111,-86.15377778,88.1
1274,USA,FL,Volusia County,Deland|Orangewood Mobile Home Park,DeLand Municipal AP & Sidney H Taylor Field | Deland NAS,,,KDED,29.067028,-81.28375,24.1
1275,USA,FL,Volusia County,Deland|Whisperwood Manufactured Home Park,Bob Lee Flight Strip,,,K1J6,29.10411111,-81.31419444,28.7
1276,USA,FL,Okaloosa County,Destin,Ft Walton Beach,,,KDTS,30.400056,-86.471472,6.7
1277,USA,FL,Okaloosa County,Duke Fld|Killingsworth Crossroads,Eglin Auxiliary,,,KEGI,30.648586,-86.521958,59.4
1278,USA,FL,Marion County,Dunnellon|Rolling Ranches,AP [Dunnellon AAF],,,KX35,29.06177778,-82.37658333,19.8
1279,USA,FL,Sarasota County,Englewood|Woodmere,Buchan,,,KX36,26.99008056,-82.37401778,4.6
1280,USA,FL,Lake County,Eustis|Seneca,Mid Florida Air Service,,,KX55,28.84333333,-81.63008333,50.9
1281,USA,FL,Collier County,Everglades|Everglades City,Everglades Airpark,,,KX01,25.84886111,-81.39027778,1.5
1282,USA,FL,-,Fernandina Beach|Amelia Island,Fernandina Beach Muni,,,KFHB,30.611833,-81.461194,4.6
1283,USA,FL,Broward County,Fort Lauderdale,Downtown Fort Lauderdale HEL,,,KDT1,26.12046444,-80.14205486,34.7
1284,USA,FL,Broward County,Fort Lauderdale|Ocean Waterway Mobile Home Park,Fort Lauderdale Hollywood Intl AP,,,KFLL,26.071667,-80.149694,19.8
1285,USA,FL,Broward County,Fort Lauderdale|Twin Lakes  (historical),Fort Lauderdale Executive AP,,,KFXE,26.197281,-80.170708,4.0
1286,USA,FL,Lee County,Fort Myers|Gateway,Southwest Florida Regional AP,,,KRSW,26.536167,-81.755167,8.8
1287,USA,FL,Lee County,Fort Myers|Page Park,Page Field,,,KFMY,26.586611,-81.86325,5.2
1288,USA,FL,Saint Lucie,Fort Pierce,Fort Pierce,ADD/20200618.,,K1FL,27.43935,-80.31214,0.0
1289,USA,FL,Saint Lucie County,Fort Pierce|Lakewood Park,St Lucie County AP,,,KFPR,27.497472,-80.372639,7.0
1290,USA,FL,Santa Rosa County,Fort Walton Beach|Holley Navarre,Holley NOLF,,,KNKL,30.42519833,-86.89384972,11.9
1291,USA,FL,Okaloosa County,Fort Walton Beach|Mary Esther,Hurlburt Field|Hurlburt AFB,,,KQHY,30.417,-86.683,12.0
1292,USA,FL,Alachua County,Gainesville|Brittany Estates Mobile Home Park,Regional [John R Alison AP],,,KGNV,29.690056,-82.271778,46.0
1293,USA,FL,Santa Rosa County,Harold,Harold Nolf,,,KNZX,30.68074667,-86.88718306,45.7
1294,USA,FL,Alachua County,High Springs|Wade,Oak Tree Landing,,,K6J8,29.72013889,-82.66395833,27.4
1295,USA,FL,Nassau County,Hilliard,Hilliard Airpark,,,K01J,30.68633056,-81.90568611,18.0
1296,USA,FL,Nassau County,Hilliard,Jacksonville ARTCC,,,KZJX,30.699,-81.9083,21.0
1297,USA,FL,Volusia,Holly Hill,Halifax River,ADD/20170302.,,KF15,29.24183,-81.03233,1.5
1298,USA,FL,Broward County,Hollywood|Pembroke Pines,North Perry AP,,,KHWO,26.001222,-80.240722,2.4
1299,USA,FL,Miami-Dade,Homestead|Homestead Base,Homestead AFB,,,KHST,25.48855,-80.383567,1.5
1300,USA,FL,Miami-Dade,Homestead|Redland,Homestead General Aviation,,,KX51,25.49923028,-80.55424489,2.1
1301,USA,FL,Collier County,Immokalee,Regional AP [Immokalee Auxiliary Airfield],,,KIMM,26.433711,-81.400478,11.3
1302,USA,FL,Martin County,Indiantown|Sheltras Trailer Park,Indiantown,,,KX58,27.0375,-80.441,9.1
1303,USA,FL,Citrus County,Inverness|Inverness Highlands South,Inverness,ADD/20120209.,,KINF,28.803611,-82.318278,19.5
1304,USA,FL,Citrus County,Inverness|Inverness Highlands South,Inverness,,,KX40,28.80627778,-82.31786111,15.2
1305,USA,FL,Duval County,Jackson|Mandeville,Whitehouse NOLF,,,KNEN,30.350236,-81.883158,29.6
1306,USA,FL,Duval County,Jacksonville|Baileys Mobile Home Park,Cecil Field,,,KVQQ,30.218778,-81.877167,24.1
1307,USA,FL,Duval County,Jacksonville|Beeghly Heights,International AP,Airport was built in 1965.,,KJAX,30.494056,-81.687833,8.8
1308,USA,FL,Duval County,Jacksonville|Hatch Road Mobile Home Park,Craig,,,KCRG,30.336333,-81.514444,12.2
1309,USA,FL,Duval County,Jacksonville|Normandy Estates Mobile Home Community,Herlong AP,,,KHEG,30.277778,-81.805944,25.9
1310,USA,FL,Duval County,Jacksonville|Trailer Terrace Mobile Home Park,NAS,,,KNIP,30.233706,-81.676058,6.7
1311,USA,FL,Santa Rosa,Jay,Navy Outlying Field Site X,ADD/20200618.,,KNSX,30.81484,-87.16814,64.0
1312,USA,FL,Monroe County,Key West|Seaside Resort Mobile Home Park,NAS,,,KNQX,24.574636,-81.686644,1.5
1313,USA,FL,Monroe County,Key West|Stadium Mobile Home Park,International AP,,,KEYW,24.556119,-81.759956,0.9
1314,USA,FL,Bradford County,Keystone Heights|Theressa,Keystone Heights AP | Keystone Heights AAF,,,K42J,29.84475,-82.04752778,59.7
1315,USA,FL,Wade Hampton Census Area,Kissimmee|Pitkas Point,Kissimmee AP | Kissimmee AAF,FAA LID later replaced by St Marys AK.,,KKSM,62.06083333,-163.3018333,95.1
1316,USA,FL,Hendry County,La Belle Muni|LaBelle,La Belle Muni,,,KX14,26.74058333,-81.42827778,6.1
1317,USA,FL,Sumter County,Lady Lake|The Villages,Villages,,,KVVG,28.95,-81.9667,27.0
1318,USA,FL,Columbia County,Lake City|Wilburn,Lake City Municipal AP,,,KLCQ,30.182056,-82.576861,61.0
1319,USA,FL,Polk County,Lake Wales|Doans Mobile Home Park,Chalet Suzanne Air Strip,,,KX25,27.95380556,-81.60141667,39.6
1320,USA,FL,Polk County,Lake Wales|Floritan,Lake Wales Muni,,,KX07,27.89380556,-81.62038889,38.4
1321,USA,FL,Polk County,Lakeland|Dranefield Mobile Home Park,Regional AP|Linder Field|Drane Field,,,KLAL,27.987636,-82.018994,43.0
1322,USA,FL,Polk County,Lakeland|Spring Hill Mobile Home Park,South Lakeland,,,KX49,27.93335806,-82.04397389,33.5
1323,USA,FL,Palm Beach,Lantana|Lake Osborne Trailer Ranch,Palm Beach County Park AP,,,KLNA,26.593056,-80.085064,4.3
1324,USA,FL,Lake County,Leesburg|Haven on Lake Harris Mobile Home Park,Leesburg Muni AP,,,KLEE,28.822889,-81.808417,22.9
1325,USA,FL,Suwannee County,Live Oak|Wayne Friers Mobile Home Park,Suwannee County,,,K24J,30.300125,-83.02469444,31.4
1326,USA,FL,Monroe County,Marathon|Marathon Shores,Marathon AP,,,KMTH,24.726194,-81.051361,1.5
1327,USA,FL,Collier County,Marco Island|Old Marco Junction,Marco Island,,,KMKY,25.995028,-81.672528,1.5
1328,USA,FL,Jackson County,Marianna|Chipola Terrace,Marianna Muni AP,Latitude given as 30.833 in other description but longitude same; something is in error.,,KMAI,30.837806,-85.181889,33.5
1329,USA,FL,Okaloosa County,Mary Esther,Hurlburt Field|Hurlburt AFB|Eglin Aux #9,,,KHRT,30.428917,-86.6888,11.6
1330,USA,FL,Okaloosa County,Mary Esther,Mary Esther,,,KQBL,30.42,-86.68,12.0
1331,USA,FL,Duval County,Mayport,Mayport NS,,,KNRB,30.391375,-81.424522,4.3
1332,USA,FL,Brevard County,Melbourne|Trailer Haven Mobile Home Park,Melbourne Regional AP,,,KMLB,28.10275,-80.64525,10.1
1333,USA,FL,Brevard County,Merritt Island|Footman,Merritt Island,,,KCOI,28.341611,-80.685472,1.5
1334,USA,FL,Miami-Dade,Miami|Country Walk,Kendall-Tamiami,,,KTMB,25.647564,-80.433225,3.0
1335,USA,FL,Miami-Dade,Miami|Medley,ARTCC,,,KZMA,25.8248,-80.3193,19.0
1336,USA,FL,Miami-Dade,Miami|Opa-locka North  (historical),Opa-Locka Executive AP | Miami NAS,Opa-Locka Executive AP | Miami NAS.,,KOPF,25.907417,-80.278222,2.4
1337,USA,FL,Miami-Dade,Miami|Port of Miami,Miami,,,KX44,25.77833333,-80.17027778,1.8
1338,USA,FL,Miami-Dade,Miami|Sweetwater,WFO,,,KMFL,25.75444444,-80.38305556,4.3
1339,USA,FL,Monroe County,Miami|Trail Center,Dade-Collier Training and Transition AP|Dade-Collier Transition and Training AP,,,KTNT,25.861806,-80.897,3.7
1340,USA,FL,Miami-Dade,Miami|Virginia Gardens,International AP,,,KMIA,25.795361,-80.290117,2.7
1341,USA,FL,Miami-Dade,Miami|West Miami,National Hurricane Center|Tropical Prediction Center,,,KNHC,25.7545,-80.3836,14.0
1342,USA,FL,Santa Rosa County,Milton|Broxson,Santa Rosa Nolf,,,KNGS,30.61083333,-86.94,45.7
1343,USA,FL,Santa Rosa County,Milton|East Milton,Peter Prince Field,,,K2R4,30.63762083,-86.99365278,24.7
1344,USA,FL,Santa Rosa County,Milton|Pine Bluff,Choctaw NOLF,,,KNFJ,30.506944,-86.959722,31.1
1345,USA,FL,Santa Rosa County,Milton|Point Baker,Whiting NAS North,,,KNSE,30.722472,-87.023903,60.7
1346,USA,FL,Santa Rosa County,Milton|Roeville,Whiting NAS South,,,KNDZ,30.698575,-87.014408,54.0
1347,USA,FL,Collier County,Naples|East Naples,Naples Municipal AP | Naples AAF,,,KAPF,26.152442,-81.775639,2.4
1348,USA,FL,Santa Rosa County,Navarre,Fort Walton Beach,,,K1J9,30.40631,-86.82912528,6.7
1349,USA,FL,Volusia County,New Smyrna Beach|Edgewater Mobile Home Park,Massey Ranch Airpark,,,KX50,28.97887556,-80.92505417,3.0
1350,USA,FL,Volusia County,New Smyrna Beach|Isleboro,New Smyrna Beach,,,KEVB,29.055694,-80.948917,3.0
1351,USA,FL,Marion County,Ocala|Ocala Thoroughbred Acres,Ocala Muni AP,,,KOCF,29.171878,-82.224114,27.1
1352,USA,FL,Okeechobee County,Okeechobee|Azteca Mobile Home Park,County AP | Conners Field,Identifier given in 1949 CAA LID.,,KOBE,27.266583,-80.850389,10.1
1353,USA,FL,Orange,Orlando,Orlando Seaplane Base,ADD/20170302.,,KFL5,28.62111,-81.63917,20.1
1354,USA,FL,Orange County,Orlando|Azalea Park,Executive AP | Orlando AAF,,,KORL,28.545461,-81.332931,34.1
